39,1,574.67680610,685.77946770,1
40,1,579.00000000,686.50000000,1
41,1,588.50000000,690.50000000,1
42,1,596.00000000,698.50000000,1
43,1,603.50000000,699.00000000,1
44,1,611.50000000,704.50000000,1
45,1,618.50000000,710.00000000,1
46,1,619.00000000,712.50000000,1
47,1,616.50000000,715.50000000,1
48,1,611.50000000,723.00000000,1
49,1,614.00000000,725.50000000,1
50,1,616.50000000,730.00000000,1
51,1,612.00000000,737.00000000,1
52,1,612.00000000,742.50000000,1
53,1,614.50000000,751.00000000,1
54,1,611.50000000,759.00000000,1
55,1,618.50000000,764.00000000,1
56,1,633.00000000,771.00000000,1
57,1,649.00000000,782.00000000,1
58,1,660.00000000,788.50000000,1
59,1,677.50000000,802.00000000,1
60,1,708.00000000,817.00000000,1
61,1,743.00000000,826.00000000,1
62,1,782.50000000,838.00000000,1
63,1,858.50000000,852.00000000,1
64,1,923.00000000,861.00000000,1
65,1,1016.50000000,889.00000000,1
66,1,1079.00000000,903.00000000,1
67,1,1191.57203800,923.11782080,1
68,1,1269.70790900,951.47358060,1
69,1,1402.03478800,980.45946830,1
70,1,1477.65014800,1001.25369200,1
40,2,551.07068610,664.33471930,1
41,2,553.87733890,665.45738050,1
42,2,558.36798340,668.82536380,1
43,2,565.94594590,667.98336800,1
44,2,568.19126820,672.47401250,1
45,2,575.76923080,675.28066530,1
46,2,582.50519750,676.40332640,1
47,2,590.08316010,678.08731810,1
48,2,597.94178790,679.49064450,1
49,2,608.04573800,680.61330560,1
50,2,615.06237010,683.41995840,1
51,2,625.16632020,685.10395010,1
52,2,639.76091480,687.34927230,1
53,2,666.70478170,691.55925160,1
54,2,685.79002080,691.27858630,1
55,2,703.47193350,692.68191270,1
56,2,716.94386690,696.33056130,1
57,2,732.38045740,698.85654890,1
58,2,745.01039500,701.10187110,1
59,2,755.39501040,704.46985450,1
60,2,770.27027030,706.43451140,1
61,2,779.00233370,710.12835470,1
62,2,809.87747960,715.48424740,1
63,2,825.63010500,709.49824970,1
64,2,843.90315050,713.59393230,1
65,2,854.29988330,718.94982500,1
66,2,869.10735120,722.10035010,1
67,2,878.87397900,716.11435240,1
68,2,889.90081680,722.41540260,1
69,2,912.58459740,728.40140020,1
70,2,938.41890320,733.44224040,1
71,2,961.73278880,740.05834310,1
